budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count
45000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",https://www.65.movie,700391,"[{'id': 1299, 'name': 'monster'}, {'id': 1423, 'name': 'asteroid'}, {'id': 1964, 'name': 'cave'}, {'id': 11100, 'name': 'giant monster'}, {'id': 10506, 'name': 'prehistory'}, {'id': 12616, 'name': 'dinosaur'}, {'id': 15140, 'name': 'quicksand'}, {'id': 160879, 'name': 'crash landing'}, {'id': 163252, 'name': 'alien race'}, {'id': 169725, 'name': 'sick child'}, {'id': 193083, 'name': 'shipwrecked'}, {'id': 239821, 'name': 'man vs nature'}, {'id': 240303, 'name': 'father daughter relationship'}, {'id': 251829, 'name': 'alien spaceship'}]",en,65,"65 million years ago, the only 2 survivors of a spaceship from Somaris that crash-landed on Earth, must fend off dinosaurs to reach the escape vessel in time before an imminent asteroid strike threatens to destroy the planet.",5.8711,"[{'id': 122323, 'logo_path': '/gWiaDcDxt0AkSE9hxsUn5naFGRT.png', 'name': 'Raimi Productions', 'origin_country': 'US'}, {'id': 133303, 'logo_path': '/nZzVZZIXkyjb9omN7uiIzOIxgGw.png', 'name': 'Beck/Woods', 'origin_country': 'US'}, {'id': 13240, 'logo_path': '/aTc07YaNHo8WNgkQSnvLmG6w4nW.png', 'name': 'Bron Studios', 'origin_country': 'CA'}, {'id': 5, 'logo_path': '/71BqEFAF4V3qjjMPCpLuyJFB9A.png', 'name': 'Columbia Pictures', 'origin_country': 'US'}, {'id': 22213, 'logo_path': '/qx9K6bFWJupwde0xQDwOvXkOaL8.png', 'name': 'TSG Entertainment', 'origin_country': 'US'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2023-03-02,60730568,92,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,When past meets future,65,5.97,2520
0,"[{'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10770, 'name': 'TV Movie'}]",https://www.paramountplus.com/movies/video/lrvk9FiYs_320OdwKvgl7jMsgua2CFNF/,877703,"[{'id': 9663, 'name': 'sequel'}, {'id': 12564, 'name': 'werewolf'}, {'id': 68646, 'name': 'supernatural creature'}, {'id': 165317, 'name': 'based on movie'}, {'id': 207696, 'name': 'banshee'}, {'id': 232743, 'name': 'northern california'}, {'id': 269769, 'name': 'based on tv series'}]",en,Teen Wolf: The Movie,"The wolves are howling once again, as a terrifying ancient evil emerges in Beacon Hills. Scott McCall, no longer a teenager yet still an Alpha, must gather new allies and reunite trusted friends to fight back against this powerful and deadly enemy.",7.653,"[{'id': 6329, 'logo_path': '/inqnY5MWKZ2HnFR9xOUvfP7fwqk.png', 'name': 'MTV Entertainment Studios', 'origin_country': 'US'}, {'id': 2230, 'logo_path': '/igOjospzsKQIbpuFCGhoN5F9icS.png', 'name': 'MGM Television', 'origin_country': 'US'}, {'id': 191954, 'logo_path': None, 'name': 'First Cause', 'origin_country': ''}, {'id': 2365, 'logo_path': None, 'name': 'Capital Arts Entertainment', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2023-01-18,0,140,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,The pack is back.,Teen Wolf: The Movie,7.509,866
25000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",https://www.plane.movie,646389,"[{'id': 3800, 'name': 'airplane'}, {'id': 3203, 'name': 'pilot'}, {'id': 6895, 'name': 'philippines'}, {'id': 170217, 'name': 'held hostage'}, {'id': 249530, 'name': 'plane crash'}, {'id': 321464, 'name': 'intense'}]",en,Plane,"After a heroic job of successfully landing his storm-damaged aircraft in a war zone, a fearless pilot finds himself between the agendas of multiple militias planning to take the plane and its passengers hostage.",7.0144,"[{'id': 73492, 'logo_path': '/bQzrYnomE5hIRJMxEy7e2SCYew3.png', 'name': 'MadRiver Pictures', 'origin_country': 'US'}, {'id': 435, 'logo_path': '/AjzK0s2w1GtLfR4hqCjVSYi0Sr8.png', 'name': 'di Bonaventura Pictures', 'origin_country': 'US'}, {'id': 103331, 'logo_path': '/nxkmGpo1Ym74DkBzNtoMz5cl6DJ.png', 'name': 'G-BASE', 'origin_country': 'US'}, {'id': 149107, 'logo_path': '/m5rZejMojEGh6zJyCEzdBdS0ZAy.png', 'name': 'Olive Hill Media', 'origin_country': 'US'}, {'id': 76314, 'logo_path': '/oFiHo3350Nj7bi6oxYMq3Kp6VGC.png', 'name': 'Riverstone Pictures', 'origin_country': 'GB'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2023-01-12,74515586,107,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Turkish', 'iso_639_1': 'tr', 'name': 'Türkçe'}]",Released,Survive together or die alone.,Plane,6.933,2346
0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",,1134433,"[{'id': 2626, 'name': 'exorcism'}, {'id': 325818, 'name': 'frightened'}]",th,ธี่หยด,"When a remote village is plagued by a deadly curse, one brother must fight to save his family from a terrifying supernatural threat.",6.2205,"[{'id': 150189, 'logo_path': None, 'name': 'Minds@Work', 'origin_country': ''}, {'id': 7924, 'logo_path': '/1KG5lcXO8GZ2F6SshuMYw1Yf4vX.png', 'name': 'M Studio', 'origin_country': 'TH'}]","[{'iso_3166_1': 'TH', 'name': 'Thailand'}]",2023-10-25,15150000,121,"[{'english_name': 'Thai', 'iso_639_1': 'th', 'name': 'ภาษาไทย'}]",Released,"The haunted, calling voices will follow you everywhere.",Death Whisperer,7.505,197
85000000,"[{'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10752, 'name': 'War'}]",,856289,"[{'id': 1299, 'name': 'monster'}, {'id': 818, 'name': 'based on novel or book'}, {'id': 11624, 'name': 'mythological beast'}, {'id': 211227, 'name': 'high fantasy'}, {'id': 225207, 'name': 'physical immortality'}, {'id': 297031, 'name': 'chinese mythology'}]",zh,封神第一部：朝歌风云,"Based on the most well-known classical fantasy novel of China, Fengshenyanyi, the trilogy is a magnificent eastern high fantasy epic that recreates the prolonged mythical wars between humans, immortals and monsters, which happened more than three thousand years ago.",7.2956,"[{'id': 148024, 'logo_path': '/hwoojywsskxB91jw2QwgLeTwMr.png', 'name': 'Beijing Culture', 'origin_country': 'CN'}, {'id': 190261, 'logo_path': None, 'name': 'Century Changshengtian Film', 'origin_country': 'CN'}, {'id': 84946, 'logo_path': '/8wrAXwrNZ5zHImKb0SyVLQbXkaM.png', 'name': 'Tencent Penguin Pictures', 'origin_country': 'CN'}, {'id': 96956, 'logo_path': None, 'name': 'Maoyan Entertainment', 'origin_country': 'CN'}, {'id': 25660, 'logo_path': None, 'name': 'Huaxia Film Distribution', 'origin_country': 'CN'}]","[{'iso_3166_1': 'CN', 'name': 'China'}]",2023-07-15,369081777,148,"[{'english_name': 'Mandarin', 'iso_639_1': 'zh', 'name': '普通话'}]",Released,,Creation of the Gods I: Kingdom of Storms,7.085,411
0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",https://www.amazon.com/dp/B0BYST2QY1,930094,"[{'id': 818, 'name': 'based on novel or book'}, {'id': 6078, 'name': 'politics'}, {'id': 3071, 'name': 'prince'}, {'id': 4833, 'name': 'royal family'}, {'id': 9920, 'name': 'royalty'}, {'id': 158718, 'name': 'lgbt'}, {'id': 258533, 'name': 'gay theme'}, {'id': 265777, 'name': 'gay relationship'}, {'id': 282986, 'name': 'enemies to lovers'}, {'id': 288816, 'name': 'lighthearted'}, {'id': 289844, 'name': ""boys' love (bl)""}]",en,"Red, White & Royal Blue","After an altercation between Alex, the president's son, and Britain's Prince Henry at a royal event becomes tabloid fodder, their long-running feud now threatens to drive a wedge in U.S./British relations. When the rivals are forced into a staged truce, their icy relationship begins to thaw and the friction between them sparks something deeper than they ever expected.",7.0046,"[{'id': 20580, 'logo_path': '/oRR9EXVoKP9szDkVKlze5HVJS7g.png', 'name': 'Amazon Studios', 'origin_country': 'US'}, {'id': 27711, 'logo_path': '/3e294jszfE6cE8TOogmj0zNd6pL.png', 'name': 'Berlanti Productions', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2023-07-27,0,121,"[{'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Love who you want. It's good foreign policy.,"Red, White & Royal Blue",7.995,1352
0,"[{'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}]",https://bleeckerstreetmedia.com/jules/,1072371,"[{'id': 2689, 'name': 'dementia'}, {'id': 9951, 'name': 'alien'}, {'id': 11469, 'name': 'memory loss'}, {'id': 161289, 'name': 'space shuttle'}, {'id': 161293, 'name': 'extraterrestrial life form'}, {'id': 222027, 'name': 'makeshift family'}]",en,Jules,"A flying saucer lands in the backyard of an elderly suburbanite with memory problems, who forms a bond with the scared alien inside.",6.5104,"[{'id': 188, 'logo_path': '/40E8iNvy6brH6t4BbmQL211jIpl.png', 'name': 'Big Beach', 'origin_country': 'US'}, {'id': 167684, 'logo_path': '/kzQwU2H6woBFti9cqjr9BrVXrst.png', 'name': 'Range Media Partners', 'origin_country': 'US'}, {'id': 20277, 'logo_path': '/aomeUwZLIBjGXHfuZq7HTVk7UNb.png', 'name': 'Protagonist Pictures', 'origin_country': 'GB'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2023-08-10,2000000,87,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,You won't believe what just crashed into Milton's azaleas.,Jules,7.239,282
0,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",,1145758,"[{'id': 157096, 'name': 'homoeroticism'}, {'id': 158718, 'name': 'lgbt'}, {'id': 207767, 'name': 'erotic thriller'}, {'id': 250606, 'name': 'queer'}, {'id': 256466, 'name': 'erotic'}, {'id': 258533, 'name': 'gay theme'}, {'id': 316362, 'name': 'thriller'}, {'id': 323690, 'name': 'gay sex'}]",en,Birder,"Kristian Brooks, a birdwatcher, invades a nude campground in New Hampshire, ensnaring locals with his dark fetish, highlighting the dangers of consent.",7.1272,"[{'id': 233532, 'logo_path': None, 'name': 'Murgen Croaker Productions', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2023-08-11,0,87,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Consent is deadly.,Birder,3.2,4
0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",,1094713,[],en,The Mistress,"Newlyweds Parker and Madeline move into their dream home. As they settle in, they discover a box of old love letters written to the original owner. And as the couple digs into the increasingly obsessive correspondence, a mysterious woman arrives with a horrifying secret that threatens their lives.",8.5132,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2023-07-28,0,102,"[{'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,She'll never let go.,The Mistress,5.0,32
15000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}, {'id': 35, 'name': 'Comedy'}]",http://thanksgiving.movie,1071215,"[{'id': 1415, 'name': 'small town'}, {'id': 4426, 'name': 'sadism'}, {'id': 65, 'name': 'holiday'}, {'id': 1700, 'name': 'massachusetts'}, {'id': 4543, 'name': 'thanksgiving'}, {'id': 10123, 'name': 'dark comedy'}, {'id': 2187, 'name': 'riot'}, {'id': 8982, 'name': 'plymouth'}, {'id': 9826, 'name': 'murder'}, {'id': 10714, 'name': 'serial killer'}, {'id': 10907, 'name': 'consumerism'}, {'id': 12339, 'name': 'slasher'}, {'id': 12570, 'name': 'whodunit'}, {'id': 179430, 'name': 'aftercreditsstinger'}, {'id': 234906, 'name': 'murder spree'}, {'id': 237378, 'name': 'teenage killer'}, {'id': 250279, 'name': 'black friday'}, {'id': 268132, 'name': 'based on short'}, {'id': 274507, 'name': 'holidays'}, {'id': 279729, 'name': 'revenge slasher'}, {'id': 282828, 'name': 'stalked by a killer'}, {'id': 288882, 'name': 'revenge horror'}, {'id': 305666, 'name': 'masked killer'}, {'id': 309061, 'name': 'teen slasher'}, {'id': 323756, 'name': 'holiday horror'}]",en,Thanksgiving,"After a Black Friday riot ends in tragedy, a mysterious Thanksgiving-inspired killer terrorizes Plymouth, Massachusetts - the birthplace of the holiday. Picking off residents one by one, what begins as random revenge killings are soon revealed to be part of a larger, sinister holiday plan.",6.8151,"[{'id': 175140, 'logo_path': '/grxF2M2ZByxjnzDyvHkfU5Tjr80.png', 'name': 'Electromagnetic Productions', 'origin_country': 'US'}, {'id': 18142, 'logo_path': None, 'name': 'Dragonfly Entertainment', 'origin_country': 'US'}, {'id': 143790, 'logo_path': '/wo1smiXdiwwxai2dwJlRiGwE7rS.png', 'name': 'Spyglass Media Group', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2023-11-16,46553280,106,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,There will be no leftovers.,Thanksgiving,6.5,1302
20000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",https://www.lionsgate.com/movies/retribution,762430,"[{'id': 220, 'name': 'berlin, germany'}, {'id': 441, 'name': 'assassination'}, {'id': 258, 'name': 'bomb'}, {'id': 9714, 'name': 'remake'}, {'id': 15160, 'name': 'divorce'}, {'id': 179431, 'name': 'duringcreditsstinger'}, {'id': 191527, 'name': 'phone call'}]",en,Retribution,"When a mysterious caller plants a bomb under his car seat, a bank executive begins a high-speed chase across the city to complete a specific series of tasks — all with his kids trapped in the back seat.",6.6216,"[{'id': 99132, 'logo_path': '/oKjgNvaMndJiBmcngrSWPWb8VYO.png', 'name': 'The Picture Company', 'origin_country': 'US'}, {'id': 23513, 'logo_path': None, 'name': 'Ombra Films', 'origin_country': 'ES'}, {'id': 106689, 'logo_path': '/fWQ9uEqIKuPukxrbZEUIrkPRrjs.png', 'name': 'StudioCanal', 'origin_country': 'DE'}, {'id': 356, 'logo_path': '/9tW5wZEGotn1Ei5pErA88m47XiD.png', 'name': 'TF1 Films Production', 'origin_country': 'FR'}, {'id': 264, 'logo_path': '/fA90qwUKgPhMONqtwY60GaHRyrW.png', 'name': 'Studio Babelsberg', 'origin_country': 'DE'}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2023-08-23,18685751,91,"[{'english_name': 'German', 'iso_639_1': 'de', 'name': 'Deutsch'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,All roads lead to the truth.,Retribution,6.603,1200
0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",https://www.uncorkedentertainment.com/film/operation-black-ops/,1145491,[],en,Operation Black Ops,"A group of mercenaries are hired to overthrow a Neo-Nazi stronghold nestled deep in the heart of Texas, only to discover they are protecting nuclear codes that could ignite World War III.",7.1805,"[{'id': 160870, 'logo_path': None, 'name': 'Elite Filmes', 'origin_country': ''}, {'id': 69987, 'logo_path': None, 'name': ""Uncork'd Entertainment"", 'origin_country': ''}]",[],2023-07-11,0,80,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,He will finish the mission.,Operation Black Ops,5.6,51
0,"[{'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]",https://www.disneyplus.com/movies/carls-date/7awQSDHSijMt,1076364,"[{'id': 248, 'name': 'date'}, {'id': 9673, 'name': 'love'}, {'id': 15162, 'name': 'dog'}, {'id': 263548, 'name': 'short film'}]",en,Carl's Date,"Carl Fredricksen reluctantly agrees to go on a date with a lady friend—but admittedly has no idea how dating works these days. Ever the helpful friend, Dug steps in to calm Carl's pre-date jitters and offer some tried-and-true tips for making friends—if you're a dog.",6.876,"[{'id': 3, 'logo_path': '/1TjvGVDMYsj6JBxOAkUHpPEwLf7.png', 'name': 'Pixar', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2023-06-15,0,9,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,New adventure. Same wingman.,Carl's Date,7.5,414
0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 14, 'name': 'Fantasy'}]",https://www.netflix.com/title/81476986/,1059372,"[{'id': 6270, 'name': 'high school'}, {'id': 6733, 'name': 'bullying'}, {'id': 9673, 'name': 'love'}, {'id': 285902, 'name': 'student'}]",id,Dear David,"A secret fantasy blog might jeopardize the promising future of Laras, a talented student, when the blog is revealed to her entire school.",7.3298,"[{'id': 95160, 'logo_path': '/2QnXL6C2Ord5ShvNOSOSfrsxxtj.png', 'name': 'Palari Films', 'origin_country': 'ID'}]","[{'iso_3166_1': 'ID', 'name': 'Indonesia'}]",2023-02-09,0,118,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Indonesian', 'iso_639_1': 'id', 'name': 'Bahasa indonesia'}]",Released,,Dear David,6.2,34
0,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",,1205025,[],tl,Foursome,"A married couple having troubles in bed, finding their sexual satisfaction outside their marriage.",6.9858,"[{'id': 149142, 'logo_path': '/25oYoXHsfWYlddAzJSBReajN3BM.png', 'name': 'Vivamax', 'origin_country': 'PH'}]","[{'iso_3166_1': 'PH', 'name': 'Philippines'}]",2023-12-22,0,108,"[{'english_name': 'Tagalog', 'iso_639_1': 'tl', 'name': ''}]",Released,,Foursome,4.5,4
0,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}]",https://www.netflix.com/title/81446391,1173558,"[{'id': 818, 'name': 'based on novel or book'}]",pt,O Lado Bom de Ser Traída,"Babi discovers a betrayal by her long-term partner and decides to embark on a new adventure in life. On this journey, she meets judge Marco and they begin to live a story permeated by a lot of sexual tension.",7.1105,"[{'id': 80325, 'logo_path': '/nLfcX5QYw9qKoPejAbisq1vjNNz.png', 'name': 'Glaz Entretenimento', 'origin_country': 'BR'}]","[{'iso_3166_1': 'BR', 'name': 'Brazil'}]",2023-10-25,0,99,"[{'english_name': 'Portuguese', 'iso_639_1': 'pt', 'name': 'Português'}]",Released,,Burning Betrayal,6.324,193
0,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 10770, 'name': 'TV Movie'}]",https://www.mylifetime.com/movies/the-girl-who-escaped-the-kara-robinson-story,1075334,[],en,The Girl Who Escaped: The Kara Robinson Story,"The true story of how Kara Robinson was kidnapped, assaulted and held captive for 18 hours, 15-year-old Kara Robinson plots a daring escape from a serial killer's apartment.",6.6988,"[{'id': 97269, 'logo_path': '/1h23XkBgPCTpFHd3MZNWyQsspQs.png', 'name': 'Marwar Junction Productions', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2023-02-11,0,88,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,The Girl Who Escaped: The Kara Robinson Story,7.224,96
6700000,"[{'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}, {'id': 80, 'name': 'Crime'}]",https://www.anatomyofafall.film/,915935,"[{'id': 1157, 'name': 'husband wife relationship'}, {'id': 1442, 'name': 'winter'}, {'id': 3183, 'name': 'bisexuality'}, {'id': 4690, 'name': 'moral conflict'}, {'id': 4715, 'name': 'autopsy'}, {'id': 12660, 'name': 'blind'}, {'id': 33519, 'name': 'courtroom'}, {'id': 158718, 'name': 'lgbt'}, {'id': 175421, 'name': 'death of husband'}, {'id': 187056, 'name': 'woman director'}, {'id': 198423, 'name': 'moral dilemma'}, {'id': 214780, 'name': 'courtroom drama'}, {'id': 239797, 'name': 'complex'}, {'id': 240237, 'name': 'mother son relationship'}, {'id': 269808, 'name': 'introspective'}, {'id': 287417, 'name': 'bisexual woman'}, {'id': 310777, 'name': 'grenoble'}, {'id': 314730, 'name': 'suspenseful'}, {'id': 316832, 'name': 'tense'}, {'id': 325765, 'name': 'amused'}, {'id': 345257, 'name': 'human mystery'}]",fr,Anatomie d'une chute,"A woman is suspected of her husband's murder, and their blind son faces a moral dilemma as the sole witness.",6.6702,"[{'id': 58568, 'logo_path': '/2qxPHPKa29w2MsaPKpYRfBnQcyq.png', 'name': 'Les Films de Pierre', 'origin_country': 'FR'}, {'id': 12389, 'logo_path': '/6yilbEvoHtPcTb4LwAueAq091iT.png', 'name': 'Les Films Pelléas', 'origin_country': 'FR'}, {'id': 83, 'logo_path': '/9OQ0rm55xtlgX7KcAKMUePJSrQc.png', 'name': 'France 2 Cinéma', 'origin_country': 'FR'}, {'id': 109756, 'logo_path': '/sudlIoNIIrKmVWaYD2ZVo9HGogW.png', 'name': 'Auvergne-Rhône-Alpes Cinéma', 'origin_country': 'FR'}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",2023-08-23,35634133,151,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}, {'english_name': 'German', 'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,Did she do it?,Anatomy of a Fall,7.544,2747
4920000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",,959092,"[{'id': 6211, 'name': 'fighter'}, {'id': 10292, 'name': 'gore'}, {'id': 9748, 'name': 'revenge'}, {'id': 312898, 'name': 'violence'}, {'id': 322496, 'name': 'action'}]",fr,Farang,"Sam is a professional boxer about to get released from prison. While on parole, his past catches up with him and he has no choice but to flee. Five years later, he has rebuilt a simple life on an exotic island in Thailand with his wife and her daughter, but when he gets blackmailed by a dangerous local godfather, he must embark on a dangerous drug smuggling mission which results in a tragedy. Now he has only one purpose: to seek merciless vengeance.",6.9644,"[{'id': 83, 'logo_path': '/9OQ0rm55xtlgX7KcAKMUePJSrQc.png', 'name': 'France 2 Cinéma', 'origin_country': 'FR'}, {'id': 4696, 'logo_path': '/1mZDiaR5yCEe4ayKC8UGx81LtuX.png', 'name': 'Same Player', 'origin_country': 'FR'}, {'id': 46135, 'logo_path': None, 'name': 'The Ink Connection', 'origin_country': 'FR'}, {'id': 172911, 'logo_path': None, 'name': 'Two suns production', 'origin_country': ''}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",2023-06-28,1500000,99,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}, {'english_name': 'Thai', 'iso_639_1': 'th', 'name': 'ภาษาไทย'}]",Released,This ends one way.,Mayhem!,6.71,188
80000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",https://www.amazon.com/salp/air,964980,"[{'id': 6075, 'name': 'sports'}, {'id': 9672, 'name': 'based on true story'}, {'id': 6496, 'name': 'basketball'}, {'id': 54612, 'name': 'shoe'}, {'id': 169055, 'name': 'national basketball association (nba)'}, {'id': 179431, 'name': 'duringcreditsstinger'}, {'id': 208289, 'name': '1980s'}]",en,Air,Discover the game-changing partnership between a then undiscovered Michael Jordan and Nike's fledgling basketball division which revolutionized the world of sports and culture with the Air Jordan brand.,6.7521,"[{'id': 20580, 'logo_path': '/oRR9EXVoKP9szDkVKlze5HVJS7g.png', 'name': 'Amazon Studios', 'origin_country': 'US'}, {'id': 173807, 'logo_path': '/vXKfbGDlT9bNCio5BXmiWpOp6Vi.png', 'name': 'Skydance Sports', 'origin_country': 'US'}, {'id': 551, 'logo_path': '/jSlzEZZ4Z1g7B2UExjZEIKsUvD9.png', 'name': 'Mandalay Pictures', 'origin_country': 'US'}, {'id': 187968, 'logo_path': '/xdVAEg1biNrQw5nnMXKswPCRpkq.png', 'name': 'Artists Equity', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2023-04-05,90100000,111,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Some icons are meant to fly.,Air,7.3,2034
5300000,"[{'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",https://neonrated.com/films/robot-dreams,838240,"[{'id': 6054, 'name': 'friendship'}, {'id': 9717, 'name': 'based on comic'}, {'id': 12648, 'name': 'bromance'}, {'id': 13088, 'name': 'summer'}, {'id': 14544, 'name': 'robot'}, {'id': 154802, 'name': 'silent film'}, {'id': 161919, 'name': 'adult animation'}]",es,Robot Dreams,A lonely dog's friendship with his robot companion takes a sad turn when an unexpected malfunction forces him to abandon Robot at the beach. Will Dog ever meet Robot again?,7.3413,"[{'id': 7543, 'logo_path': '/sPBVpVQf44rVP65TVTFgsn9ZVwE.png', 'name': 'Arcadia Motion Pictures', 'origin_country': 'ES'}, {'id': 219048, 'logo_path': '/wFMVuHeLhu6ERbz7hkkPXJ5IVRX.png', 'name': 'LokizFilms', 'origin_country': 'ES'}, {'id': 7792, 'logo_path': '/ik1JWvnBmVY6Rrw8iQWB2cPuuf.png', 'name': 'Noodles Production', 'origin_country': 'FR'}, {'id': 7395, 'logo_path': '/cGOGYYfbJZ1uJHynRIf8yj4phRn.png', 'name': 'Les films du Worso', 'origin_country': 'FR'}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'ES', 'name': 'Spain'}]",2023-12-06,4656348,102,"[{'english_name': 'No Language', 'iso_639_1': 'xx', 'name': 'No Language'}]",Released,Experience a once-in-a-lifetime friendship beyond your wildest dreams,Robot Dreams,8.012,645
